product_key,product_name,product_subcategory,product_category,StandardCost,Color,SafetyStockLevel,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,ModelName,Description,Status,sell_start_date,sell_end_date
433,"ML Road Frame-W - Yellow, 44",Road Frames,Components,300.1188,Yellow,500,540.7545,44,42-46 CM,2.3,1,R,324.4527,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",,2017-01-07,2018-06-30
435,"ML Road Frame-W - Yellow, 48",Road Frames,Components,300.1188,Yellow,500,540.7545,48,48-52 CM,2.34,1,R,324.4527,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",,2017-01-07,2018-06-30
431,"ML Road Frame-W - Yellow, 42",Road Frames,Components,300.1188,Yellow,500,540.7545,42,42-46 CM,2.26,1,R,324.4527,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",,2017-01-07,2018-06-30
417,"ML Road Frame-W - Yellow, 38",Road Frames,Components,300.1188,Yellow,500,540.7545,38,38-40 CM,2.18,2,R,324.4527,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",,2017-01-07,2018-06-30
429,"ML Road Frame-W - Yellow, 40",Road Frames,Components,300.1188,Yellow,500,540.7545,40,38-40 CM,2.22,1,R,324.4527,M,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",,2017-01-07,2018-06-30
285,"LL Road Frame - Black, 52",Road Frames,Components,176.1997,Black,500,297.6346,52,48-52 CM,2.4,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
282,"LL Road Frame - Black, 48",Road Frames,Components,176.1997,Black,500,297.6346,48,48-52 CM,2.36,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
256,"LL Road Frame - Black, 60",Road Frames,Components,176.1997,Black,500,297.6346,60,60-62 CM,2.48,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
279,"LL Road Frame - Black, 44",Road Frames,Components,176.1997,Black,500,297.6346,44,42-46 CM,2.32,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
253,"LL Road Frame - Black, 58",Road Frames,Components,176.1997,Black,500,297.6346,58,54-58 CM,2.46,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
259,"LL Road Frame - Black, 62",Road Frames,Components,176.1997,Black,500,297.6346,62,60-62 CM,2.5,1,R,178.5808,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2016-01-07,2017-06-30
247,"HL Road Frame - Red, 52",Road Frames,Components,747.9682,Red,500,1263.4598,52,48-52 CM,2.2,1,R,758.0759,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2016-01-07,2017-06-30
241,"HL Road Frame - Red, 44",Road Frames,Components,747.9682,Red,500,1263.4598,44,42-46 CM,2.12,1,R,758.0759,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2016-01-07,2017-06-30
244,"HL Road Frame - Red, 48",Road Frames,Components,747.9682,Red,500,1263.4598,48,48-52 CM,2.16,1,R,758.0759,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2016-01-07,2017-06-30
238,"HL Road Frame - Red, 62",Road Frames,Components,747.9682,Red,500,1263.4598,62,60-62 CM,2.3,1,R,758.0759,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2016-01-07,2017-06-30
250,"HL Road Frame - Red, 56",Road Frames,Components,747.9682,Red,500,1263.4598,56,54-58 CM,2.24,1,R,758.0759,H,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,,2016-01-07,2017-06-30
287,"LL Road Frame - Black, 52",Road Frames,Components,204.6251,Black,500,337.22,52,48-52 CM,2.4,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
261,"LL Road Frame - Black, 62",Road Frames,Components,204.6251,Black,500,337.22,62,60-62 CM,2.5,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
271,"LL Road Frame - Red, 60",Road Frames,Components,187.1571,Red,500,337.22,60,60-62 CM,2.48,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
258,"LL Road Frame - Black, 60",Road Frames,Components,204.6251,Black,500,337.22,60,60-62 CM,2.48,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
265,"LL Road Frame - Red, 48",Road Frames,Components,187.1571,Red,500,337.22,48,48-52 CM,2.36,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
273,"LL Road Frame - Red, 62",Road Frames,Components,187.1571,Red,500,337.22,62,60-62 CM,2.5,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
255,"LL Road Frame - Black, 58",Road Frames,Components,204.6251,Black,500,337.22,58,54-58 CM,2.46,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
263,"LL Road Frame - Red, 44",Road Frames,Components,187.1571,Red,500,337.22,44,42-46 CM,2.32,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
284,"LL Road Frame - Black, 48",Road Frames,Components,204.6251,Black,500,337.22,48,48-52 CM,2.36,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
281,"LL Road Frame - Black, 44",Road Frames,Components,204.6251,Black,500,337.22,44,42-46 CM,2.32,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,2018-01-07,
269,"LL Road Frame - Red, 58",Road Frames,Components,187.1571,Red,500,337.22,58,54-58 CM,2.46,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
267,"LL Road Frame - Red, 52",Road Frames,Components,187.1571,Red,500,337.22,52,48-52 CM,2.4,1,R,202.332,L,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",,2017-01-07,2018-06-30
577,"Touring-2000 Blue, 46",Touring Bikes,Bikes,755.1508,Blue,100,1214.85,46,42-46 CM,27.13,4,T,728.91,M,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,2018-01-07,
560,"Touring-2000 Blue, 60",Touring Bikes,Bikes,755.1508,Blue,100,1214.85,60,60-62 CM,27.9,4,T,728.91,M,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,2018-01-07,
578,"Touring-2000 Blue, 50",Touring Bikes,Bikes,755.1508,Blue,100,1214.85,50,48-52 CM,27.42,4,T,728.91,M,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,2018-01-07,
579,"Touring-2000 Blue, 54",Touring Bikes,Bikes,755.1508,Blue,100,1214.85,54,54-58 CM,27.68,4,T,728.91,M,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current,2018-01-07,
575,"Touring-1000 Blue, 54",Touring Bikes,Bikes,1481.9379,Blue,100,2384.07,54,54-58 CM,25.68,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
573,"Touring-1000 Blue, 46",Touring Bikes,Bikes,1481.9379,Blue,100,2384.07,46,42-46 CM,25.13,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
574,"Touring-1000 Blue, 50",Touring Bikes,Bikes,1481.9379,Blue,100,2384.07,50,48-52 CM,25.42,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
564,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,1481.9379,Yellow,100,2384.07,60,60-62 CM,25.9,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
563,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,1481.9379,Yellow,100,2384.07,54,54-58 CM,25.68,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
561,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,1481.9379,Yellow,100,2384.07,46,42-46 CM,25.13,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
562,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,1481.9379,Yellow,100,2384.07,50,48-52 CM,25.42,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
576,"Touring-1000 Blue, 60",Touring Bikes,Bikes,1481.9379,Blue,100,2384.07,60,60-62 CM,25.9,4,T,1430.442,H,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current,2018-01-07,
566,"Touring-3000 Blue, 58",Touring Bikes,Bikes,461.4448,Blue,100,742.35,58,54-58 CM,29.9,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
567,"Touring-3000 Blue, 62",Touring Bikes,Bikes,461.4448,Blue,100,742.35,62,60-62 CM,30.0,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
585,"Touring-3000 Blue, 44",Touring Bikes,Bikes,461.4448,Blue,100,742.35,44,42-46 CM,28.77,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
570,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,461.4448,Yellow,100,742.35,54,54-58 CM,29.42,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
565,"Touring-3000 Blue, 54",Touring Bikes,Bikes,461.4448,Blue,100,742.35,54,54-58 CM,29.68,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
586,"Touring-3000 Blue, 50",Touring Bikes,Bikes,461.4448,Blue,100,742.35,50,48-52 CM,29.13,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
572,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,461.4448,Yellow,100,742.35,62,60-62 CM,30.0,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
571,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,461.4448,Yellow,100,742.35,58,54-58 CM,29.79,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
568,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,461.4448,Yellow,100,742.35,44,42-46 CM,28.77,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
569,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,461.4448,Yellow,100,742.35,50,48-52 CM,29.13,4,T,445.41,L,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current,2018-01-07,
355,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1265.6195,Silver,100,2319.99,42,42-46 CM,23.77,4,M,1391.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
353,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1265.6195,Silver,100,2319.99,38,38-40 CM,23.35,4,M,1391.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
357,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1265.6195,Silver,100,2319.99,46,42-46 CM,24.13,4,M,1391.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
351,"Mountain-100 Black, 48",Mountain Bikes,Bikes,1898.0944,Black,100,3374.99,48,48-52 CM,21.42,4,M,2024.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
349,"Mountain-100 Black, 42",Mountain Bikes,Bikes,1898.0944,Black,100,3374.99,42,42-46 CM,20.77,4,M,2024.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
350,"Mountain-100 Black, 44",Mountain Bikes,Bikes,1898.0944,Black,100,3374.99,44,42-46 CM,21.13,4,M,2024.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
348,"Mountain-100 Black, 38",Mountain Bikes,Bikes,1898.0944,Black,100,3374.99,38,38-40 CM,20.35,4,M,2024.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
345,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,1912.1544,Silver,100,3399.99,42,42-46 CM,20.77,4,M,2039.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
346,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,1912.1544,Silver,100,3399.99,44,42-46 CM,21.13,4,M,2039.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
344,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,1912.1544,Silver,100,3399.99,38,38-40 CM,20.35,4,M,2039.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
347,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,1912.1544,Silver,100,3399.99,48,48-52 CM,21.42,4,M,2039.994,H,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",,2016-01-07,2017-06-30
361,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1251.9813,Black,100,2294.99,42,42-46 CM,23.77,4,M,1376.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
359,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1251.9813,Black,100,2294.99,38,38-40 CM,23.35,4,M,1376.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
363,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1251.9813,Black,100,2294.99,46,42-46 CM,24.13,4,M,1376.994,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,2018-01-07,
364,"Mountain-300 Black, 38",Mountain Bikes,Bikes,598.4354,Black,100,1079.99,38,38-40 CM,25.35,4,M,647.994,M,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,,2017-01-07,2018-06-30
366,"Mountain-300 Black, 44",Mountain Bikes,Bikes,598.4354,Black,100,1079.99,44,42-46 CM,26.13,4,M,647.994,M,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,,2017-01-07,2018-06-30
365,"Mountain-300 Black, 40",Mountain Bikes,Bikes,598.4354,Black,100,1079.99,40,38-40 CM,25.77,4,M,647.994,M,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,,2017-01-07,2018-06-30
367,"Mountain-300 Black, 48",Mountain Bikes,Bikes,598.4354,Black,100,1079.99,48,48-52 CM,26.42,4,M,647.994,M,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,,2017-01-07,2018-06-30
588,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,419.7784,Silver,100,769.49,40,38-40 CM,26.77,4,M,461.694,M,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,2018-01-07,
589,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,419.7784,Silver,100,769.49,42,42-46 CM,27.13,4,M,461.694,M,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,2018-01-07,
587,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,419.7784,Silver,100,769.49,38,38-40 CM,26.35,4,M,461.694,M,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,2018-01-07,
590,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,419.7784,Silver,100,769.49,46,42-46 CM,27.42,4,M,461.694,M,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Current,2018-01-07,
593,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,308.2179,Silver,100,564.99,44,42-46 CM,28.13,4,M,338.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
591,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,308.2179,Silver,100,564.99,40,38-40 CM,27.35,4,M,338.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
594,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,308.2179,Silver,100,564.99,48,48-52 CM,28.42,4,M,338.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
592,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,308.2179,Silver,100,564.99,42,42-46 CM,27.77,4,M,338.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
595,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,308.2179,Silver,100,564.99,52,48-52 CM,28.68,4,M,338.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
600,"Mountain-500 Black, 52",Mountain Bikes,Bikes,294.5797,Black,100,539.99,52,48-52 CM,28.68,4,M,323.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
599,"Mountain-500 Black, 48",Mountain Bikes,Bikes,294.5797,Black,100,539.99,48,48-52 CM,28.42,4,M,323.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
597,"Mountain-500 Black, 42",Mountain Bikes,Bikes,294.5797,Black,100,539.99,42,42-46 CM,27.77,4,M,323.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
596,"Mountain-500 Black, 40",Mountain Bikes,Bikes,294.5797,Black,100,539.99,40,38-40 CM,27.35,4,M,323.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
598,"Mountain-500 Black, 44",Mountain Bikes,Bikes,294.5797,Black,100,539.99,44,42-46 CM,28.13,4,M,323.994,L,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Current,2018-01-07,
354,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.8559,Silver,100,2071.4196,42,42-46 CM,23.77,4,M,1242.8518,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
352,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.8559,Silver,100,2071.4196,38,38-40 CM,23.35,4,M,1242.8518,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
356,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.8559,Silver,100,2071.4196,46,42-46 CM,24.13,4,M,1242.8518,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
358,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,Black,100,2049.0982,38,38-40 CM,23.35,4,M,1229.4589,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
360,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,Black,100,2049.0982,42,42-46 CM,23.77,4,M,1229.4589,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
362,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,Black,100,2049.0982,46,42-46 CM,24.13,4,M,1229.4589,H,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,,2017-01-07,2018-06-30
505,"LL Touring Frame - Blue, 62",Touring Frames,Components,199.8519,Blue,500,333.42,62,60-62 CM,3.2,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
510,"LL Touring Frame - Blue, 44",Touring Frames,Components,199.8519,Blue,500,333.42,44,42-46 CM,3.02,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
508,"LL Touring Frame - Yellow, 54",Touring Frames,Components,199.8519,Yellow,500,333.42,54,54-58 CM,3.14,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
506,"LL Touring Frame - Yellow, 44",Touring Frames,Components,199.8519,Yellow,500,333.42,44,42-46 CM,3.02,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
493,"LL Touring Frame - Yellow, 62",Touring Frames,Components,199.8519,Yellow,500,333.42,62,60-62 CM,3.2,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
504,"LL Touring Frame - Blue, 58",Touring Frames,Components,199.8519,Blue,500,333.42,58,54-58 CM,3.16,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
502,"LL Touring Frame - Blue, 50",Touring Frames,Components,199.8519,Blue,500,333.42,50,48-52 CM,3.1,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
509,"LL Touring Frame - Yellow, 58",Touring Frames,Components,199.8519,Yellow,500,333.42,58,54-58 CM,3.16,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
503,"LL Touring Frame - Blue, 54",Touring Frames,Components,199.8519,Blue,500,333.42,54,54-58 CM,3.14,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
507,"LL Touring Frame - Yellow, 50",Touring Frames,Components,199.8519,Yellow,500,333.42,50,48-52 CM,3.1,1,T,200.052,L,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,2018-01-07,
492,"HL Touring Frame - Yellow, 60",Touring Frames,Components,601.7437,Yellow,500,1003.91,60,60-62 CM,3.08,1,T,602.346,H,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,2018-01-07,
498,"HL Touring Frame - Blue, 50",Touring Frames,Components,601.7437,Blue,500,1003.91,50,48-52 CM,3.0,1,T,602.346,H,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,2018-01-07,
